actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,GAME_ID
349,PT10M42.00S,2023-01-09T03:19:17.0Z,3,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,57,70,2023-01-09T03:19:17Z,3430000,False,,,0,,I. Zubac Free Throw 1 of 2 (12 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,,0022200604
350,PT10M42.00S,2023-01-09T03:19:34.1Z,3,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,58,70,2023-01-09T03:19:34Z,3440000,False,,,0,,I. Zubac Free Throw 2 of 2 (13 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,0022200604
351,PT10M30.00S,2023-01-09T03:19:48.8Z,3,REGULAR,2pt,Jump Shot,[],1627749,78.23587385019711,55.88235294117647,1610612737,58,70,2023-01-09T03:19:53Z,3450000,False,29.0,152.0,1,right,MISS D. Murray 15' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,15.49,Missed,,,,,,,,,,,,,,,,,,,0022200604
352,PT10M26.00S,2023-01-09T03:19:52.8Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,58,70,2023-01-09T03:19:53Z,3460000,False,,,0,,I. Zubac REBOUND (Off:6 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,,,,,351.0,10.0,4.0,6.0,,,,,,,,,,,,,0022200604
353,PT10M12.00S,2023-01-09T03:20:05.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202694,13.534822601839679,56.939338235294116,1610612746,60,70,2023-01-09T03:20:12Z,3470000,False,-35.0,75.0,1,left,M. Morris Sr. 8' turnaround Jump Shot (4 PTS) (I. Zubac 2 AST),"[202694, 1627826]",1610612746.0,LAC,turnaround,,,Morris Sr.,M. Morris Sr.,,,,,In The Paint (Non-RA),8-16 Center,8.24,Made,,,,,,,4.0,I. Zubac,1627826.0,2.0,,,,,,,,,0022200604
355,PT09M57.00S,2023-01-09T03:20:22.1Z,3,REGULAR,turnover,lost ball,[],1627749,,,1610612737,60,70,2023-01-09T03:20:25Z,3490000,False,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 202695]",1610612737.0,ATL,,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,2.0,Leonard,202695.0,,,,,,0022200604
356,PT09M57.00S,2023-01-09T03:20:22.1Z,3,REGULAR,steal,,[],202695,,,1610612746,60,70,2023-01-09T03:20:24Z,3500000,False,,,0,,K. Leonard STEAL (2 STL),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,,0022200604
357,PT09M51.00S,2023-01-09T03:20:27.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202695,7.145203679369246,46.568627450980394,1610612746,60,70,2023-01-09T03:20:35Z,3510000,False,17.0,15.0,1,left,MISS K. Leonard running Layup,[202695],1610612746.0,LAC,running,,,Leonard,K. Leonard,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,,0022200604
358,PT09M47.00S,2023-01-09T03:20:31.6Z,3,REGULAR,rebound,offensive,[],1627826,,,1610612746,60,70,2023-01-09T03:20:59Z,3520000,False,,,0,,I. Zubac REBOUND (Off:7 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,357.0,11.0,4.0,7.0,,,,,,,,,,,,,0022200604
359,PT09M47.00S,2023-01-09T03:20:30.3Z,3,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint', 'fromturnover']",1627826,5.590000152587891,50.0,1610612746,62,70,2023-01-09T03:21:07Z,3530000,False,0.0,0.0,1,left,I. Zubac putback Layup (15 PTS),[1627826],1610612746.0,LAC,putback,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,0.0,Made,,,,,,,15.0,,,,,,,,,,,,0022200604
360,PT09M34.00S,2023-01-09T03:20:44.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630168,93.74178712220763,53.18627450980392,1610612737,62,70,2023-01-09T03:21:12Z,3540000,False,16.0,6.0,1,right,MISS O. Okongwu cutting Layup,[1630168],1610612737.0,ATL,cutting,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,,0022200604
361,PT09M32.00S,2023-01-09T03:20:46.1Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,62,70,2023-01-09T03:20:51Z,3550000,False,,,0,,I. Zubac REBOUND (Off:7 Def:5),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,360.0,12.0,5.0,7.0,,,,,,,,,,,,,0022200604
362,PT09M25.00S,2023-01-09T03:20:52.6Z,3,REGULAR,2pt,Jump Shot,[],202695,24.885019710906704,60.294117647058826,1610612746,62,70,2023-01-09T03:22:29Z,3560000,False,-51.0,181.0,1,left,MISS K. Leonard 18' pullup Shot,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Center,18.86,Missed,,,,,,,,,,,,,,,,,,,0022200604
363,PT09M21.00S,2023-01-09T03:20:56.6Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,62,70,2023-01-09T03:21:02Z,3570000,False,,,0,,O. Okongwu REBOUND (Off:1 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,16-24 Center,,,,,362.0,5.0,4.0,1.0,,,,,,,,,,,,,0022200604
364,PT09M18.00S,2023-01-09T03:21:02.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629631,93.74178712220763,53.67647058823529,1610612737,62,72,2023-01-09T03:21:36Z,3580000,False,18.0,6.0,1,right,D. Hunter running finger roll Layup (15 PTS) (O. Okongwu 1 AST),"[1629631, 1630168]",1610612737.0,ATL,running finger roll,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,,,15.0,O. Okongwu,1630168.0,1.0,,,,,,,,,0022200604
365,PT09M18.00S,2023-01-09T03:21:06.0Z,3,REGULAR,foul,personal,['1freethrow'],1627826,,,1610612737,62,72,2023-01-09T03:21:11Z,3590000,False,,,0,,I. Zubac shooting personal FOUL (3 PF) (Hunter 1 FT),"[1627826, 1629631]",1610612746.0,LAC,shooting,,,Zubac,I. Zubac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,203591.0,3.0,0.0,Hunter,1629631.0,0022200604
367,PT09M18.00S,2023-01-09T03:21:33.0Z,3,REGULAR,freethrow,1 of 1,[],1629631,,,1610612737,62,73,2023-01-09T03:21:33Z,3610000,False,,,0,,D. Hunter Free Throw 1 of 1 (16 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,,,16.0,,,,,,,,,,,,0022200604
369,PT08M59.00S,2023-01-09T03:21:54.8Z,3,REGULAR,turnover,bad pass,[],202694,,,1610612746,62,73,2023-01-09T03:21:59Z,3620000,False,,,0,,M. Morris Sr. bad pass TURNOVER (1 TO),"[202694, 1629027]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,Young,1629027.0,,,,,,0022200604
370,PT08M59.00S,2023-01-09T03:21:54.8Z,3,REGULAR,steal,,[],1629027,,,1610612737,62,73,2023-01-09T03:21:56Z,3630000,False,,,0,,T. Young STEAL (1 STL),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,,0022200604
371,PT08M55.00S,2023-01-09T03:21:58.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629027,93.34756898817345,45.34313725490197,1610612737,62,73,2023-01-09T03:22:03Z,3640000,False,-23.0,10.0,1,right,MISS T. Young running Layup,[1629027],1610612737.0,ATL,running,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,,,0022200604
372,PT08M53.00S,2023-01-09T03:22:00.6Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,62,73,2023-01-09T03:22:03Z,3650000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:3),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,371.0,3.0,3.0,0.0,,,,,,,,,,,,,0022200604
373,PT08M46.00S,2023-01-09T03:22:07.1Z,3,REGULAR,2pt,Jump Shot,[],202695,9.510512483574246,92.40196078431373,1610612746,62,73,2023-01-09T03:24:51Z,3660000,False,-212.0,37.0,1,left,MISS K. Leonard 21' Jump Shot,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Mid-Range,16-24 Left,21.52,Missed,,,,,,,,,,,,,,,,,,,0022200604
374,PT08M43.00S,2023-01-09T03:22:10.1Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,62,73,2023-01-09T03:22:18Z,3670000,False,,,0,,J. Collins REBOUND (Off:0 Def:5),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,16-24 Left,,,,,373.0,5.0,5.0,0.0,,,,,,,,,,,,,0022200604
375,PT08M37.00S,2023-01-09T03:22:19.4Z,3,REGULAR,foul,personal,['2freethrow'],202695,,,1610612737,62,73,2023-01-09T03:22:24Z,3680000,False,,,0,,K. Leonard shooting personal FOUL (1 PF) (Young 2 FT),"[202695, 1629027]",1610612746.0,LAC,shooting,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,2882.0,1.0,0.0,Young,1629027.0,0022200604
377,PT08M37.00S,2023-01-09T03:22:39.7Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,62,74,2023-01-09T03:22:39Z,3700000,False,,,0,,T. Young Free Throw 1 of 2 (13 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,13.0,,,,,,,,,,,,0022200604
378,PT08M37.00S,2023-01-09T03:22:55.5Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,62,75,2023-01-09T03:22:55Z,3710000,False,,,0,,T. Young Free Throw 2 of 2 (14 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,,,,,,,14.0,,,,,,,,,,,,0022200604
379,PT08M27.00S,2023-01-09T03:23:07.4Z,3,REGULAR,2pt,Jump Shot,[],202694,21.862680683311424,36.51960784313726,1610612746,62,75,2023-01-09T03:23:11Z,3720000,False,67.0,153.0,1,left,MISS M. Morris Sr. 16' pullup Shot,[202694],1610612746.0,LAC,pullup,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,16.72,Missed,,,,,,,,,,,,,,,,,,,0022200604
380,PT08M24.00S,2023-01-09T03:23:10.7Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,62,75,2023-01-09T03:23:10Z,3730000,False,,,0,,T. Mann REBOUND (Off:4 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right Center,,,,,379.0,5.0,1.0,4.0,,,,,,,,,,,,,0022200604
381,PT08M23.00S,2023-01-09T03:23:12.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201587,5.042706964520377,4.901960784313729,1610612746,62,75,2023-01-09T03:23:16Z,3740000,False,225.0,-5.0,1,left,MISS N. Batum 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,22.56,Missed,,,,,,,,,,,,,,,,,,,0022200604
382,PT08M20.00S,2023-01-09T03:23:15.1Z,3,REGULAR,rebound,offensive,[],202695,,,1610612746,62,75,2023-01-09T03:23:16Z,3750000,False,,,0,,K. Leonard REBOUND (Off:2 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Right Corner 3,24+ Right,,,,,381.0,4.0,2.0,2.0,,,,,,,,,,,,,0022200604
383,PT08M19.00S,2023-01-09T03:23:16.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202694,31.980946123521676,32.84313725490196,1610612746,65,75,2023-01-09T03:23:20Z,3760000,False,86.0,248.0,1,left,M. Morris Sr. 26' 3PT  (7 PTS) (K. Leonard 4 AST),"[202694, 202695]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,26.25,Made,,,,,,,7.0,K. Leonard,202695.0,4.0,,,,,,,,,0022200604
385,PT07M57.00S,2023-01-09T03:23:37.2Z,3,REGULAR,2pt,Jump Shot,[],1627749,78.84362680683311,47.602634803921575,1610612737,65,77,2023-01-09T03:23:44Z,3780000,False,-12.0,146.0,1,right,D. Murray 14' pullup Jump Shot (12 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,8-16 Center,14.69,Made,,,,,,,12.0,,,,,,,,,,,,0022200604
386,PT07M50.00S,2023-01-09T03:23:46.8Z,3,REGULAR,foul,personal,[],1629027,,,1610612746,65,77,2023-01-09T03:23:55Z,3790000,False,,,0,,T. Young personal FOUL (1 PF),"[1629027, 202695]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Leonard,202695.0,0022200604
388,PT07M44.00S,2023-01-09T03:24:13.8Z,3,REGULAR,3pt,Jump Shot,[],201587,30.009855453350852,69.6078431372549,1610612746,65,77,2023-01-09T03:24:19Z,3810000,False,-98.0,230.0,1,left,MISS N. Batum 24' 3PT,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,,0022200604
389,PT07M40.00S,2023-01-09T03:24:17.7Z,3,REGULAR,rebound,offensive,[],1629611,,,1610612746,65,77,2023-01-09T03:24:17Z,3820000,False,,,0,,T. Mann REBOUND (Off:5 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,388.0,6.0,1.0,5.0,,,,,,,,,,,,,0022200604
390,PT07M39.00S,2023-01-09T03:24:18.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202694,29.09001314060447,24.75490196078431,1610612746,68,77,2023-01-09T03:24:22Z,3830000,False,126.0,221.0,1,left,M. Morris Sr. 25' 3PT  (10 PTS) (T. Mann 4 AST),"[202694, 1629611]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Right Center,25.44,Made,,,,,,,10.0,T. Mann,1629611.0,4.0,,,,,,,,,0022200604
392,PT07M25.00S,2023-01-09T03:24:32.9Z,3,REGULAR,turnover,bad pass,[],1629027,,,1610612737,68,77,2023-01-09T03:24:38Z,3850000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 202694]",1610612737.0,ATL,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2.0,Morris Sr.,202694.0,,,,,,0022200604
393,PT07M25.00S,2023-01-09T03:24:32.9Z,3,REGULAR,steal,,[],202694,,,1610612746,68,77,2023-01-09T03:24:37Z,3860000,False,,,0,,M. Morris Sr. STEAL (1 STL),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,0022200604
394,PT07M21.00S,2023-01-09T03:24:39.1Z,3,REGULAR,foul,personal,['2freethrow'],1629027,,,1610612746,68,77,2023-01-09T03:24:53Z,3870000,False,,,0,,T. Young shooting personal FOUL (2 PF) (Leonard 2 FT),"[1629027, 202695]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,2882.0,2.0,0.0,Leonard,202695.0,0022200604
396,PT07M21.00S,2023-01-09T03:25:12.8Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202695,,,1610612746,69,77,2023-01-09T03:25:12Z,3890000,False,,,0,,K. Leonard Free Throw 1 of 2 (17 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,,0022200604
397,PT07M21.00S,2023-01-09T03:25:30.1Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202695,,,1610612746,70,77,2023-01-09T03:25:30Z,3900000,False,,,0,,K. Leonard Free Throw 2 of 2 (18 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,,,18.0,,,,,,,,,,,,0022200604
398,PT06M59.00S,2023-01-09T03:25:53.3Z,3,REGULAR,3pt,Jump Shot,[],1627749,69.1688567674113,28.92156862745098,1610612737,70,77,2023-01-09T03:26:00Z,3910000,False,-105.0,237.0,1,right,MISS D. Murray 25' 3PT,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,25.97,Missed,,,,,,,,,,,,,,,,,,,0022200604
399,PT06M56.00S,2023-01-09T03:25:56.3Z,3,REGULAR,rebound,defensive,[],202695,,,1610612746,70,77,2023-01-09T03:26:00Z,3920000,False,,,0,,K. Leonard REBOUND (Off:2 Def:3),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Left Center,,,,,398.0,5.0,3.0,2.0,,,,,,,,,,,,,0022200604
400,PT06M51.00S,2023-01-09T03:26:01.3Z,3,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",202695,8.065045992115643,59.31372549019608,1610612746,70,77,2023-01-09T03:26:36Z,3930000,False,-47.0,23.0,1,left,MISS K. Leonard driving bank Hook,[202695],1610612746.0,LAC,driving bank,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,,0022200604
401,PT06M49.00S,2023-01-09T03:26:03.3Z,3,REGULAR,rebound,defensive,[],1628381,,,1610612737,70,77,2023-01-09T03:26:14Z,3940000,False,,,0,,J. Collins REBOUND (Off:0 Def:6),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,400.0,6.0,6.0,0.0,,,,,,,,,,,,,0022200604
402,PT06M34.00S,2023-01-09T03:26:18.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630168,85.5946123521682,53.18627450980392,1610612737,70,77,2023-01-09T03:26:25Z,3950000,False,16.0,83.0,1,right,MISS O. Okongwu 8' Hook,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,8.44,Missed,,,,,,,,,,,,,,,,,,,0022200604
403,PT06M31.00S,2023-01-09T03:26:21.3Z,3,REGULAR,rebound,defensive,[],1627826,,,1610612746,70,77,2023-01-09T03:26:25Z,3960000,False,,,0,,I. Zubac REBOUND (Off:7 Def:6),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,,,,,402.0,13.0,6.0,7.0,,,,,,,,,,,,,0022200604
404,PT06M26.00S,2023-01-09T03:26:28.8Z,3,REGULAR,foul,personal,[],1629631,,,1610612746,70,77,2023-01-09T03:26:32Z,3970000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1629611]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Mann,1629611.0,0022200604
406,PT06M26.00S,2023-01-09T03:26:39.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,70,77,2023-01-09T03:26:39Z,3990000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
407,PT06M26.00S,2023-01-09T03:29:04.9Z,3,REGULAR,substitution,out,[],1629027,,,1610612746,70,77,2023-01-09T03:29:07Z,4000000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
408,PT06M26.00S,2023-01-09T03:29:04.9Z,3,REGULAR,substitution,in,[],203992,,,1610612746,70,77,2023-01-09T03:29:07Z,4010000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,0022200604
409,PT06M24.00S,2023-01-09T03:29:29.0Z,3,REGULAR,turnover,traveling,[],1629611,,,1610612746,70,77,2023-01-09T03:29:39Z,4020000,False,,,0,,T. Mann traveling TURNOVER (1 TO),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,1.0,,,1627529.0,,,,,0022200604
410,PT06M11.00S,2023-01-09T03:29:54.9Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1628381,84.54336399474376,24.019607843137265,1610612737,70,79,2023-01-09T03:30:03Z,4030000,False,-130.0,93.0,1,right,J. Collins 15' Jump Shot (11 PTS) (B. Bogdanovic 4 AST),"[1628381, 203992]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,15.96,Made,,,,,,,11.0,B. Bogdanovic,203992.0,4.0,,,,,,,,,0022200604
412,PT05M59.00S,2023-01-09T03:30:06.5Z,3,REGULAR,2pt,Jump Shot,[],1629611,12.270039421813408,82.1078431372549,1610612746,72,79,2023-01-09T03:30:15Z,4050000,False,-161.0,63.0,1,left,T. Mann 17' pullup Jump Shot (11 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,Mid-Range,16-24 Left,17.23,Made,,,,,,,11.0,,,,,,,,,,,,0022200604
413,PT05M38.00S,2023-01-09T03:31:04.0Z,3,REGULAR,jumpball,recovered,[],1627749,,,1610612737,72,79,2023-01-09T03:35:54Z,4060000,False,,,0,,Jump Ball J. Collins vs. T. Mann: Tip to D. Murray,"[1627749, 1628381, 1629611]",1610612737.0,ATL,heldball,D. Murray,1627749.0,Murray,D. Murray,Collins,1628381.0,Mann,1629611.0,,,,,,,,,,,,,,,,,,,,,,,0022200604
416,PT05M33.00S,2023-01-09T03:31:09.6Z,3,REGULAR,2pt,Jump Shot,[],1627749,79.15571616294349,67.40196078431373,1610612737,72,79,2023-01-09T03:31:12Z,4090000,False,87.0,143.0,1,right,MISS D. Murray 16' pullup Shot,[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Right Center,16.77,Missed,,,,,,,,,,,,,,,,,,,0022200604
417,PT05M30.00S,2023-01-09T03:31:12.6Z,3,REGULAR,rebound,defensive,[],202694,,,1610612746,72,79,2023-01-09T03:31:12Z,4100000,False,,,0,,M. Morris Sr. REBOUND (Off:0 Def:4),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Mid-Range,16-24 Right Center,,,,,416.0,4.0,4.0,0.0,,,,,,,,,,,,,0022200604
418,PT05M16.00S,2023-01-09T03:31:25.2Z,3,REGULAR,3pt,Jump Shot,[],201587,7.539421813403408,3.9215686274509807,1610612746,75,79,2023-01-09T03:31:30Z,4110000,False,230.0,18.0,1,left,N. Batum 3PT  (5 PTS) (M. Morris Sr. 1 AST),"[201587, 202694]",1610612746.0,LAC,,,,Batum,N. Batum,,,,,Right Corner 3,24+ Right,23.11,Made,,,,,,,5.0,M. Morris Sr.,202694.0,1.0,,,,,,,,,0022200604
420,PT05M02.00S,2023-01-09T03:31:39.8Z,3,REGULAR,2pt,Jump Shot,[],1629631,88.96189224704337,74.24172794117646,1610612737,75,79,2023-01-09T03:32:18Z,4130000,False,121.0,51.0,1,right,MISS D. Hunter 13' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,13.16,Missed,,,,,,,,,,,,,,,,,,,0022200604
421,PT05M00.00S,2023-01-09T03:31:41.8Z,3,REGULAR,rebound,defensive,[],201587,,,1610612746,75,79,2023-01-09T03:31:46Z,4140000,False,,,0,,N. Batum REBOUND (Off:0 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Mid-Range,8-16 Right,,,,,420.0,3.0,3.0,0.0,,,,,,,,,,,,,0022200604
422,PT04M50.00S,2023-01-09T03:31:52.1Z,3,REGULAR,3pt,Jump Shot,[],202694,22.651116951379763,88.23529411764706,1610612746,75,79,2023-01-09T03:31:57Z,4150000,False,-191.0,160.0,1,left,MISS M. Morris Sr. 24' 3PT,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,Above the Break 3,24+ Left Center,24.96,Missed,,,,,,,,,,,,,,,,,,,0022200604
423,PT04M47.00S,2023-01-09T03:31:55.1Z,3,REGULAR,rebound,offensive,[],201587,,,1610612746,75,79,2023-01-09T03:31:57Z,4160000,False,,,0,,N. Batum REBOUND (Off:1 Def:3),[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,Above the Break 3,24+ Left Center,,,,,422.0,4.0,3.0,1.0,,,,,,,,,,,,,0022200604
424,PT04M36.00S,2023-01-09T03:32:06.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629611,9.641918528252305,42.40196078431373,1610612746,75,79,2023-01-09T03:32:13Z,4170000,False,38.0,38.0,1,left,MISS T. Mann driving floating Shot,[1629611],1610612746.0,LAC,driving floating,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,5.38,Missed,,,,,,,,,,,,,,,,,,,0022200604
425,PT04M33.00S,2023-01-09T03:32:09.8Z,3,REGULAR,rebound,defensive,[],203992,,,1610612737,75,79,2023-01-09T03:32:13Z,4180000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:3),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,424.0,3.0,3.0,0.0,,,,,,,,,,,,,0022200604
426,PT04M21.00S,2023-01-09T03:32:21.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203992,82.44086727989487,44.85294117647059,1610612737,75,79,2023-01-09T03:32:27Z,4190000,False,-26.0,113.0,1,right,MISS B. Bogdanovic 11' pullup Shot,[203992],1610612737.0,ATL,pullup,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),8-16 Center,11.55,Missed,,,,,,,,,,,,,,,,,,,0022200604
